x;z_ini;z_fin
3;-0.600082467581446;-0.600327477466893
3.005;-0.600227549545626;-0.600320739872246
3.01;-0.600344574208056;-0.600256450074642
3.015;-0.600350126629689;-0.60026979547032
3.02;-0.600362073283927;-0.600254581407091
3.025;-0.600261865706704;-0.600258234841774
3.03;-0.600157058757085;-0.60019222157599
3.035;-0.600084891359977;-0.600099913710886
3.04;-0.6000812656099;-0.600037114134031
3.045;-0.599957439770215;-0.599955507284625
3.05;-0.599916757659049;-0.599931115980943
3.055;-0.599960936029218;-0.599950437412275
3.06;-0.599971202771889;-0.600064737182827
3.065;-0.599877094612521;-0.600262106642667
3.07;-0.599783399605655;-0.600332388113048
3.075;-0.599697728056759;-0.600199352125777
3.08;-0.599864948818693;-0.600015134550448
3.085;-0.600020861075182;-0.599916030769807
3.09;-0.600101040573266;-0.59994693056524
3.095;-0.600014119507512;-0.599991666622807
3.1;-0.600023780223177;-0.600050921320638
3.105;-0.600053133936162;-0.599956522327561
3.11;-0.600028844136774;-0.599946222627178
3.115;-0.599956632941214;-0.599987797418614
3.12;-0.600034794500653;-0.599935297142296
3.125;-0.60002440657727;-0.600063667232598
3.13;-0.60011581357947;-0.60014724295135
3.135;-0.600102719417147;-0.600024260440631
3.14;-0.599936579878761;-0.59990516559233
3.145;-0.599954897122484;-0.599789970699094
3.15;-0.599919336084146;-0.59977146769672
3.155;-0.599876147002346;-0.599729224283367
3.16;-0.599901741836883;-0.599863561311977
3.165;-0.599867506481839;-0.599671379849368
3.17;-0.600006041835772;-0.599983420965373
3.175;-0.599971760984977;-0.600082170142464
3.18;-0.59985409842238;-0.600068769158935
3.185;-0.599835743062615;-0.600218566939826
3.19;-0.599739595940036;-0.600020616137214
3.195;-0.599700712734222;-0.600054222773421
3.2;-0.599703019692007;-0.600124801945789
3.205;-0.599962442110019;-0.600228698840627
3.21;-0.60014599570767;-0.600351104549362
3.215;-0.600218852366429;-0.600367348230571
3.22;-0.60021885236643;-0.600468967779256
3.225;-0.600252568038912;-0.600565624986543
3.23;-0.600342700618031;-0.600696003663177
3.235;-0.600446090864593;-0.600864478234096
3.24;-0.600334846259957;-0.600863491386797
3.245;-0.600327572574268;-0.600771286954142
3.25;-0.600308345127275;-0.600926380473773
3.255;-0.6004433110079;-0.600870794056811
3.26;-0.600632083286268;-0.600915312904728
3.265;-0.600644908505591;-0.601182125482631
3.27;-0.600626906133514;-0.600975635195651
3.275;-0.600588359878008;-0.601036189664156
3.28;-0.6005534642314;-0.601045329388374
3.285;-0.600367250436681;-0.600966423850744
3.29;-0.60053133936162;-0.601126035674788
3.295;-0.60070966111715;-0.601262647434987
3.3;-0.600779396814639;-0.601317713514282
3.305;-0.600852818253699;-0.601383351455842
3.31;-0.600895573887383;-0.601486471454522
3.315;-0.601096335634813;-0.601516286584575
3.32;-0.601165894800256;-0.60153623806258
3.325;-0.601206956419879;-0.601618465052832
3.33;-0.60124137111607;-0.601736607306804
3.335;-0.601202780332736;-0.601727772251433
3.34;-0.601181802778719;-0.601706794697416
3.345;-0.601351925625322;-0.601794201172487
3.35;-0.60151219925449;-0.601802147215676
3.355;-0.601731682492532;-0.601805961316406
3.36;-0.601972426323721;-0.601871804824111
3.365;-0.602014199403262;-0.601885364173982
3.37;-0.60181082683836;-0.601848237281744
3.375;-0.601865685277839;-0.601979698785118
3.38;-0.60200053250714;-0.601982454042991
3.385;-0.601857458369747;-0.602163300859478
3.39;-0.601864098339029;-0.602215464595563
3.395;-0.601812222621736;-0.602013192907201
3.4;-0.601770187446702;-0.602038110292822
3.405;-0.601739597638624;-0.602105537397565
3.41;-0.601733779796947;-0.602119290932556
3.415;-0.601884092723524;-0.602257117142722
3.42;-0.601777053887328;-0.602193145270045
3.425;-0.60196474143592;-0.602369339095593
3.43;-0.602095240784668;-0.602219222206433
3.435;-0.602100982717723;-0.602337643882336
3.44;-0.602179565080218;-0.602223304637892
3.445;-0.602352309951429;-0.602465403953254
3.45;-0.60204226217766;-0.602412960068211
3.455;-0.602137032143863;-0.602280801477903
3.46;-0.602224270124775;-0.602550013421123
3.465;-0.602022808859061;-0.602653749014947
3.47;-0.601999046761054;-0.602819950582359
3.475;-0.60211096968645;-0.602684619392734
3.48;-0.602379369117194;-0.60280598952669
3.485;-0.602627722200122;-0.602822089321187
3.49;-0.60292091618296;-0.602557967410355
3.495;-0.602757038802228;-0.602539935968703
3.5;-0.602474208366279;-0.602647908673204
3.505;-0.602372144497695;-0.602537776514613
3.51;-0.602412617000461;-0.602425033006247
3.515;-0.602377548571106;-0.602196539900818
3.52;-0.602548827824158;-0.602222727488039
3.525;-0.602394442561844;-0.602687579934632
3.53;-0.602355133852931;-0.603062245219248
3.535;-0.602511714322439;-0.602998209099886
3.54;-0.602444730797965;-0.603017343466962
3.545;-0.602521446788778;-0.602791198901047
3.55;-0.602618053945436;-0.602719568228793
3.555;-0.602523387459655;-0.602607645303396
3.56;-0.602587803165997;-0.602660671898273
3.565;-0.602611705475142;-0.602761830325423
3.57;-0.60271243440847;-0.602792584211218
3.575;-0.602512179213899;-0.602768164724087
3.58;-0.602600448909246;-0.6028558796926
3.585;-0.602633036016847;-0.602794022802549
3.59;-0.602839621220679;-0.60289141324428
3.595;-0.602739184457246;-0.602829093837336
3.6;-0.602581307445478;-0.602985114395339
3.605;-0.602591270444073;-0.603076279348839
3.61;-0.602815132545019;-0.603367122984858
3.615;-0.603002683680187;-0.60344948131306
3.62;-0.60278334000801;-0.603534326080941
3.625;-0.602616473101055;-0.60307396926803
3.63;-0.602357150925433;-0.602938041779167
3.635;-0.602435101609111;-0.602747495663511
3.64;-0.60260968840264;-0.602672428926097
3.645;-0.602677058624195;-0.602437710198475
3.65;-0.602449911047103;-0.602637842830752
3.655;-0.602346662148424;-0.602753941619936
3.66;-0.602146871117135;-0.602808285457141
3.665;-0.602395788296973;-0.603132171657528
3.67;-0.602631170224782;-0.602932594382076
3.675;-0.602707001717711;-0.603122211169533
3.68;-0.602544570578712;-0.602926199611577
3.685;-0.602878741669491;-0.603142384959921
3.69;-0.602702839799022;-0.602926199611577
3.695;-0.602333954591664;-0.602980436739141
3.7;-0.602479066691444;-0.602859420083905
3.705;-0.602406165787223;-0.603024489602577
3.71;-0.602404594915608;-0.602791198901047
3.715;-0.602303950638202;-0.602837129593915
3.72;-0.602355738974682;-0.602346779268763
3.725;-0.602207449812661;-0.60211205058974
3.73;-0.602158900383829;-0.602033300175264
3.735;-0.602156740929739;-0.602226031452797
3.74;-0.60227623072272;-0.602324162030003
3.745;-0.60213492601378;-0.602607280929009
3.75;-0.602318509579365;-0.602564776656719
3.755;-0.602415368204787;-0.602231519842007
3.76;-0.602100700327573;-0.602092055545232
3.765;-0.60207061075582;-0.602308469087637
3.77;-0.602269569637411;-0.602184465444555
3.775;-0.602372010026195;-0.602340053150915
3.78;-0.602468560563274;-0.602355458621407
3.785;-0.602292166857731;-0.602630248397188
3.79;-0.602237205270628;-0.602747848108975
3.795;-0.602060036145939;-0.602518737952872
3.8;-0.601628861685304;-0.602352177451652
3.805;-0.601239242136936;-0.602062663368085
3.81;-0.601271031178628;-0.602137290930662
3.815;-0.600852414839199;-0.60237633747644
3.82;-0.600459354644377;-0.602274584339918
3.825;-0.601029832289976;-0.602614158495571
3.83;-0.60088071289049;-0.60251223690651
3.835;-0.600828344440679;-0.602333143858652
3.84;-0.60063999250633;-0.601672484131495
3.845;-0.60046311984638;-0.601548987526677
3.85;-0.599252247493372;-0.601535441517804
3.855;-0.59913400353929;-0.601728640677056
3.86;-0.599792858519213;-0.601881289805832
3.865;-0.600018355359765;-0.601721174472347
3.87;-0.598802383372868;-0.601507744777604
3.875;-0.598205881245529;-0.601194460234001
3.88;-0.598368370374656;-0.601291743640756
3.885;-0.597859300474051;-0.601450665529819
3.89;-0.597781825369931;-0.601554876604614
3.895;-0.59727964155277;-0.601106396800585
3.9;-0.596987320682255;-0.601219743261807
3.905;-0.596369717735357;-0.601661801509482
3.91;-0.596324692194736;-0.601527639619156
3.915;-0.594112024172597;-0.601334464260338
3.92;-0.594212570754421;-0.601190391603565
3.925;-0.594540658802774;-0.600902721469432
3.93;-0.593549053736278;-0.600439788498887
3.935;-0.592989036986834;-0.600892053567199
3.94;-0.592643142080889;-0.600918952205012
3.945;-0.593193308160269;-0.600644213916915
3.95;-0.593725908590308;-0.600859376992672
3.955;-0.592807522873602;-0.600722802847288
3.96;-0.591715490437378;-0.600551608166359
3.965;-0.591727004028766;-0.600648104914838
3.97;-0.591491833941303;-0.600239579300871
3.975;-0.589652781139566;-0.599583997117991
3.98;-0.588962267541563;-0.599624285570695
3.985;-0.588569129108777;-0.598265773767231
3.99;-0.588488567233061;-0.596581166216664
3.995;-0.588367393229195;-0.596053621334849
4;-0.587766858691969;-0.596182031340835
4.005;-0.588112988333253;-0.59602690128575
4.01;-0.587849720030337;-0.596003268438255
4.015;-0.587953382254992;-0.596368007200038
4.02;-0.58842633382281;-0.596236628799594
4.025;-0.588142951028414;-0.596165042745076
4.03;-0.588398575916931;-0.593958994521024
4.035;-0.587847622274935;-0.591008411322466
4.04;-0.585593368150378;-0.590968814696548
4.045;-0.585592135707597;-0.592012694803657
4.05;-0.585974302496329;-0.592173849787179
4.055;-0.584898783301867;-0.59224926183822
4.06;-0.58471500558505;-0.591783150533328
4.065;-0.584812210550096;-0.591257046089716
4.07;-0.585265587936293;-0.591382723784671
4.075;-0.584622444369141;-0.591270546160769
4.08;-0.58293899565926;-0.588281244713318
4.085;-0.582346732745962;-0.586401638955995
4.09;-0.582645430927369;-0.587049405523187
4.095;-0.58295069467977;-0.587529982215217
4.1;-0.583420309499605;-0.587235041708931
4.105;-0.583793239774556;-0.587634408602151
4.11;-0.583632072386999;-0.587781251480271
4.115;-0.582416349762165;-0.588211585552968
4.12;-0.58244737139358;-0.588699572103011
4.125;-0.582930631844677;-0.588038334173051
4.13;-0.58263786149383;-0.586406375823031
4.135;-0.582474504203579;-0.585587884673077
4.14;-0.582466395572122;-0.585029526471192
4.145;-0.5821259332539;-0.584659699963333
4.15;-0.582873535724015;-0.583634555014404
4.155;-0.583053767084604;-0.584981170953531
4.16;-0.582485717003454;-0.585780463437846
4.165;-0.581171636733311;-0.586446316224631
4.17;-0.578931262327435;-0.581381118697679
4.175;-0.57886294333639;-0.581424803924402
4.18;-0.578794624345344;-0.581418752535281
4.185;-0.578726305354298;-0.581335920806689
4.19;-0.578599312387901;-0.581253089078097
4.195;-0.578403837409963;-0.581170257349506
4.2;-0.578275331251788;-0.581202189230996
