x;z_ini;z_fin
3;-0.600076455118005;-0.600129951328862
3.005;-0.600098918619568;-0.60004267986639
3.01;-0.600093306412139;-0.59997106633541
3.015;-0.600112703682422;-0.599949717438704
3.02;-0.600057460256656;-0.600036058084516
3.025;-0.600044159271319;-0.60016658508729
3.03;-0.600042829172785;-0.600297112090064
3.035;-0.600021234631885;-0.600427639092837
3.04;-0.599953562508629;-0.600442145389282
3.045;-0.600024160046186;-0.600432385529302
3.05;-0.600094757583745;-0.600318174401875
3.055;-0.600096636092135;-0.600304513564425
3.06;-0.600048752544922;-0.600310678624747
3.065;-0.600039481339872;-0.600255536000999
3.07;-0.599931734993243;-0.600213742729808
3.075;-0.599876296692757;-0.600208966355958
3.08;-0.599879727601124;-0.600209639947141
3.085;-0.599926203961761;-0.600134517857072
3.09;-0.599842002390775;-0.600122093707168
3.095;-0.599790188040463;-0.600064731142718
3.1;-0.599828428373307;-0.59999699309138
3.105;-0.599842560213149;-0.599962115711014
3.11;-0.599887365793515;-0.599901346817646
3.115;-0.599876249348681;-0.59978013909732
3.12;-0.599777564618761;-0.599737448651462
3.125;-0.599761424659672;-0.599740067828229
3.13;-0.599841097561841;-0.599807490507596
3.135;-0.59992002617483;-0.599726169293447
3.14;-0.600007767398104;-0.59973861106446
3.145;-0.600054106321922;-0.599720288001516
3.15;-0.600023274116303;-0.599708445833925
3.155;-0.600018394580619;-0.599787291045551
3.16;-0.599942149240057;-0.599803745976654
3.165;-0.599920460107685;-0.599773061006541
3.17;-0.599955872973494;-0.599787522805144
3.175;-0.600016661550672;-0.599839807769323
3.18;-0.600155830436574;-0.599848618342011
3.185;-0.600263266327628;-0.599934855159525
3.19;-0.600354377999449;-0.600047523695101
3.195;-0.600510926010319;-0.600106326422116
3.2;-0.600515086835228;-0.600155976645659
3.205;-0.600388204157071;-0.600170849276835
3.21;-0.60032249347365;-0.600177047190522
3.215;-0.600437214472181;-0.600200722348299
3.22;-0.600479948044135;-0.600050950028924
3.225;-0.600494288168951;-0.600008326142574
3.23;-0.600508628293767;-0.600075451366382
3.235;-0.600526311528598;-0.600125024581469
3.24;-0.600596370153656;-0.600192094312458
3.245;-0.600615924294338;-0.600259321086294
3.25;-0.600636284861473;-0.600393343299088
3.255;-0.600682558877687;-0.600416229812854
3.26;-0.6006413993088;-0.600299760461618
3.265;-0.600658085999496;-0.600454920905086
3.27;-0.600674772690191;-0.600673092355021
3.275;-0.600652635013869;-0.600794586462557
3.28;-0.600624177091752;-0.600832986763604
3.285;-0.600656442051449;-0.600850636147993
3.29;-0.600708108990047;-0.600955157988997
3.295;-0.600761543481808;-0.601028195486501
3.3;-0.60083155606834;-0.601058239584471
3.305;-0.600844667039601;-0.600966311088458
3.31;-0.600857778010862;-0.601057329401342
3.315;-0.60088187306249;-0.60109347552604
3.32;-0.600909066188068;-0.601081319658646
3.325;-0.600945621518309;-0.601087662811268
3.33;-0.601089842202177;-0.601097984247764
3.335;-0.601208074027457;-0.601135065782643
3.34;-0.601319103052488;-0.601237367193574
3.345;-0.601252775472274;-0.601301561874249
3.35;-0.601186270545589;-0.601344285556461
3.355;-0.60115434818078;-0.60123708795382
3.36;-0.60115434818078;-0.60111150186947
3.365;-0.60115434818078;-0.601157775885685
3.37;-0.601260075053027;-0.601204049901899
3.375;-0.601377549355523;-0.601224861137713
3.38;-0.601472922560431;-0.601214791082633
3.385;-0.601526191128035;-0.601168640463795
3.39;-0.601505610150985;-0.601205669025052
3.395;-0.601415402186327;-0.601271163076852
3.4;-0.601397752801938;-0.601492660758127
3.405;-0.601471712696793;-0.601566006191557
3.41;-0.60154948964495;-0.601595141683247
3.415;-0.601687524850029;-0.601607811727014
3.42;-0.601802666615977;-0.60160771357001
3.425;-0.601901411323218;-0.601615271659325
3.43;-0.601993188122043;-0.601682018422107
3.435;-0.602064846719621;-0.601700192045636
3.44;-0.602019311696221;-0.601760660647563
3.445;-0.601984418339044;-0.601705625181591
3.45;-0.601953826072769;-0.601856176687387
3.455;-0.601946419524092;-0.602115545901459
3.46;-0.601984418339044;-0.602073379144082
3.465;-0.601999019193402;-0.602116136723805
3.47;-0.601932782301725;-0.602195650653801
3.475;-0.602167684009482;-0.602283057128872
3.48;-0.602222567365739;-0.602322390042654
3.485;-0.602246099878259;-0.6023369577885
3.49;-0.602313066685314;-0.602344294635044
3.495;-0.602400473160385;-0.602317225114582
3.5;-0.602511047616801;-0.602449129431508
3.505;-0.602584026758035;-0.602549249575681
3.51;-0.602584026758036;-0.602489835628842
3.515;-0.602613228466753;-0.602407091408241
3.52;-0.602555613031935;-0.602395960258693
3.525;-0.602549355522924;-0.602220217452432
3.53;-0.602544490246842;-0.602108780536644
3.535;-0.602413987816169;-0.602050850533749
3.54;-0.602436754514774;-0.602277714530845
3.545;-0.602581445132189;-0.602387380986216
3.55;-0.602720852927873;-0.602288696256296
3.555;-0.602759108651179;-0.602281070618075
3.56;-0.602489896707958;-0.602364504071552
3.565;-0.60272155894642;-0.602386196769457
3.57;-0.602895812938489;-0.602386196769457
3.575;-0.603026594876815;-0.602376723035384
3.58;-0.602879635456728;-0.6023569860894
3.585;-0.602880231877381;-0.602259641394234
3.59;-0.602868256722882;-0.602119024310654
3.595;-0.602787867858584;-0.602017050089737
3.6;-0.602732516912032;-0.60200610651481
3.605;-0.602909089197635;-0.602207567780524
3.61;-0.602804291075216;-0.60217859132108
3.615;-0.602542757190982;-0.602129183372538
3.62;-0.602575070761242;-0.602013357205117
3.625;-0.602487016565231;-0.601997335073693
3.63;-0.602325012236906;-0.602133465508404
3.635;-0.602299814735867;-0.602137997696001
3.64;-0.602279168174112;-0.602024693006093
3.645;-0.602302107258055;-0.602022426912295
3.65;-0.602202800055223;-0.602046455746896
3.655;-0.60209974699218;-0.602092511013216
3.66;-0.602091873674335;-0.602133086019012
3.665;-0.602271684734493;-0.602148398974292
3.67;-0.602572592271624;-0.602074130747942
3.675;-0.602500280429108;-0.602200242630338
3.68;-0.602406391008615;-0.602276435426215
3.685;-0.602444118126938;-0.602277198046461
3.69;-0.602507305062371;-0.602246028567615
3.695;-0.602328528589352;-0.60226438392738
3.7;-0.602273532837106;-0.602279401949005
3.705;-0.602047079739621;-0.602292751301562
3.71;-0.601876908374706;-0.602351154718996
3.715;-0.602127213625011;-0.602233374493837
3.72;-0.602403077425104;-0.602149245761581
3.725;-0.602341077098787;-0.602037322836184
3.73;-0.602215695872083;-0.602106330413398
3.735;-0.602084423402591;-0.602259377920171
3.74;-0.602031326480666;-0.602234509368231
3.745;-0.602251590797846;-0.602146143447254
3.75;-0.602101400086813;-0.602068585589092
3.755;-0.601729242847408;-0.602076426137595
3.76;-0.601836264363798;-0.602003183962599
3.765;-0.60176222187873;-0.60190522744941
3.77;-0.601923233806494;-0.601950318524306
3.775;-0.601891031420941;-0.601896209878083
3.78;-0.602050969935853;-0.601692030436524
3.785;-0.602070111252147;-0.601790962714579
3.79;-0.60154106580318;-0.601679852079806
3.795;-0.600511753705586;-0.601938421343708
3.8;-0.600205431703229;-0.602138368511349
3.805;-0.599827483612143;-0.601781854537502
3.81;-0.600388477445076;-0.601373191039124
3.815;-0.600865557187143;-0.601070868375384
3.82;-0.600889842740063;-0.600418145452704
3.825;-0.600970351216951;-0.600323203936678
3.83;-0.600714253479274;-0.600644106260847
3.835;-0.60010080880125;-0.600477239353891
3.84;-0.598973515005611;-0.600386432711502
3.845;-0.597795317343776;-0.600071717266393
3.85;-0.597026282487494;-0.599239086904285
3.855;-0.596480035301621;-0.599233809253274
3.86;-0.596344316883965;-0.599246919432571
3.865;-0.596358500571056;-0.598401167821139
3.87;-0.596139519155364;-0.598108396742758
3.875;-0.595376488823625;-0.598351116577989
3.88;-0.594589247838146;-0.598711911083423
3.885;-0.594272500219637;-0.598288575221083
3.89;-0.593914178495676;-0.597779158890039
3.895;-0.592602233791661;-0.596769260367343
3.9;-0.592443710230054;-0.596509779989956
3.905;-0.592031224506445;-0.596535947303431
3.91;-0.592521558842607;-0.596416557011271
3.915;-0.592445618134832;-0.595777154807992
3.92;-0.592367507675878;-0.594484462436004
3.925;-0.592225740332844;-0.594228291340914
3.93;-0.591646271822484;-0.594718047622059
3.935;-0.590829066104397;-0.594655502311586
3.94;-0.588948791459805;-0.594457640356167
3.945;-0.588112457170827;-0.594323691574544
3.95;-0.588864737099724;-0.593800248470207
3.955;-0.589106390033632;-0.593454262231795
3.96;-0.588667121793716;-0.593280630450234
3.965;-0.588591124163811;-0.592540214924576
3.97;-0.588869326487325;-0.591676742860664
3.975;-0.588762961574378;-0.591553946368295
3.98;-0.587526105400555;-0.591109331197437
3.985;-0.586878052112147;-0.590958899106601
3.99;-0.587273096510138;-0.591223046086677
3.995;-0.587191430346834;-0.591078182708139
4;-0.587773582266974;-0.591299831907132
4.005;-0.587805922662751;-0.590573547013478
4.01;-0.587748234389204;-0.589564143639034
4.015;-0.586912337132601;-0.588539580830329
4.02;-0.5862699869473;-0.588442798024296
4.025;-0.585488447650869;-0.588442798024296
4.03;-0.5849305156526;-0.588492039504009
4.035;-0.584350619836775;-0.588257575757576
4.04;-0.584392296396702;-0.587852781828761
4.045;-0.585043896647608;-0.587559268653248
4.05;-0.585629792788383;-0.586992486221561
4.055;-0.58498321043795;-0.586880447012606
4.06;-0.584686761509271;-0.586689861166733
4.065;-0.583913858005268;-0.586716540468717
4.07;-0.584213574808289;-0.587259101165301
4.075;-0.584358193493968;-0.587721098651716
4.08;-0.583391562694583;-0.587353767610564
4.085;-0.582652625416295;-0.587380873308132
4.09;-0.582699239086904;-0.58733664608056
4.095;-0.582538583337042;-0.587136094845346
4.1;-0.582684777288301;-0.586882036221243
4.105;-0.583408936546423;-0.586232710021256
4.11;-0.583305424599188;-0.58486915780418
4.115;-0.582830973500631;-0.585384612072121
4.12;-0.582554902920542;-0.58553532531721
4.125;-0.582306992792222;-0.585370063123367
4.13;-0.58244761438594;-0.585392470965158
4.135;-0.58194787936557;-0.585129377475193
4.14;-0.582166748246044;-0.584558369267928
4.145;-0.582710930676725;-0.58503801460978
4.15;-0.58131449869473;-0.584472762664034
4.155;-0.58137030044519;-0.584264450674142
4.16;-0.580876387552675;-0.584412013370293
4.165;-0.580209717269189;-0.585082098518222
4.17;-0.579356819100863;-0.5819235353908
4.175;-0.579130290499786;-0.58174922477672
4.18;-0.578874336277568;-0.58157491416264
4.185;-0.578618382055351;-0.58140060354856
4.19;-0.578362427833133;-0.58130045819625
4.195;-0.57814998261184;-0.581142825139483
4.2;-0.577962011203568;-0.580985192082716
4.205;-0.577774039795295;-0.580827559025949
4.21;-0.577586068387022;-0.580669925969182
4.215;-0.577398096978749;-0.580512292912415
4.22;-0.577210125570477;-0.580354659855647
4.225;-0.577022154162204;-0.58019702679888
4.23;-0.576834182753931;-0.580039393742113
