x;z_ini;z_fin
3.25;-0.594251284875184;-0.593792706468462
3.251;-0.594251284875184;-0.593805348023235
3.252;-0.594251284875184;-0.593817989578007
3.253;-0.594251284875184;-0.59383063113278
3.254;-0.594251284875184;-0.593843272687552
3.255;-0.594251284875184;-0.593855914242325
3.256;-0.594251284875184;-0.593868555797097
3.257;-0.594251284875184;-0.593881197351869
3.258;-0.594251284875184;-0.593893838906642
3.259;-0.594251284875184;-0.593906480461414
3.26;-0.594251284875184;-0.593919122016187
3.261;-0.594261679666735;-0.593932781818803
3.262;-0.594272074458287;-0.593946441621418
3.263;-0.594282469249838;-0.593960101424034
3.264;-0.59429286404139;-0.59397376122665
3.265;-0.594303258832941;-0.593987421029266
3.266;-0.594313653624493;-0.594001080831882
3.267;-0.594324048416044;-0.594014740634498
3.268;-0.594334443207596;-0.594028400437113
3.269;-0.594344837999147;-0.594042060239729
3.27;-0.594355232790699;-0.594055720042345
3.271;-0.594368390754688;-0.594050514549997
3.272;-0.594381548718678;-0.594045309057649
3.273;-0.594394706682667;-0.594040103565301
3.274;-0.594407864646656;-0.594034898072952
3.275;-0.594421022610645;-0.594029692580604
3.276;-0.594434180574635;-0.594024487088256
3.277;-0.594447338538624;-0.594019281595908
3.278;-0.594460496502613;-0.59401407610356
3.279;-0.594473654466602;-0.594008870611211
3.28;-0.594486812430592;-0.594003665118863
3.281;-0.594499970394581;-0.593993743302774
3.282;-0.59451312835857;-0.593983821486685
3.283;-0.59452628632256;-0.593973899670596
3.284;-0.594539444286549;-0.593963977854506
3.285;-0.594552602250538;-0.593954056038417
3.286;-0.594565760214528;-0.593944134222328
3.287;-0.594578918178517;-0.593934212406239
3.288;-0.594592076142506;-0.59392429059015
3.289;-0.594605234106495;-0.59391436877406
3.29;-0.594618392070485;-0.593904446957971
3.291;-0.594641577788083;-0.593899783120773
3.292;-0.594664763505681;-0.593895119283575
3.293;-0.594687949223278;-0.593890455446377
3.294;-0.594711134940876;-0.593885791609178
3.295;-0.594734320658474;-0.59388112777198
3.296;-0.594757506376072;-0.593876463934782
3.297;-0.59478069209367;-0.593871800097584
3.298;-0.594803877811268;-0.593867136260386
3.299;-0.594827063528866;-0.593862472423188
3.3;-0.594850249246464;-0.593857808585989
3.301;-0.594873434964062;-0.59387292476462
3.302;-0.59489662068166;-0.59388804094325
3.303;-0.594919806399258;-0.59390315712188
3.304;-0.594942992116856;-0.59391827330051
3.305;-0.594966177834454;-0.59393338947914
3.306;-0.594989363552052;-0.59394850565777
3.307;-0.59501254926965;-0.5939636218364
3.308;-0.595035734987248;-0.59397873801503
3.309;-0.595058920704846;-0.59399385419366
3.31;-0.595082106422444;-0.59400897037229
3.311;-0.595101423742833;-0.594023311546841
3.312;-0.595120741063221;-0.594037652721392
3.313;-0.59514005838361;-0.594051993895943
3.314;-0.595159375703999;-0.594066335070494
3.315;-0.595178693024388;-0.594080676245045
3.316;-0.595198010344776;-0.594095017419596
3.317;-0.595217327665165;-0.594109358594147
3.318;-0.595236644985554;-0.594123699768698
3.319;-0.595255962305943;-0.59413804094325
3.32;-0.595275279626332;-0.594152382117801
3.321;-0.595272676029202;-0.59416597868059
3.322;-0.595270072432072;-0.594179575243378
3.323;-0.595267468834942;-0.594193171806167
3.324;-0.595264865237813;-0.594206768368956
3.325;-0.595262261640683;-0.594220364931745
3.326;-0.595259658043553;-0.594233961494534
3.327;-0.595257054446423;-0.594247558057323
3.328;-0.595254450849293;-0.594261154620112
3.329;-0.595251847252164;-0.594274751182901
3.33;-0.595249243655034;-0.59428834774569
3.331;-0.595246640057904;-0.594298353579851
3.332;-0.595244036460774;-0.594308359414013
3.333;-0.595241432863644;-0.594318365248174
3.334;-0.595238829266515;-0.594328371082336
3.335;-0.595236225669385;-0.594338376916497
3.336;-0.595233622072255;-0.594348382750659
3.337;-0.595231018475125;-0.59435838858482
3.338;-0.595228414877995;-0.594368394418982
3.339;-0.595225811280866;-0.594378400253143
3.34;-0.595223207683736;-0.594388406087305
3.341;-0.595224949471485;-0.594391743425444
3.342;-0.595226691259234;-0.594395080763583
3.343;-0.595228433046983;-0.594398418101722
3.344;-0.595230174834732;-0.594401755439861
3.345;-0.595231916622481;-0.594405092778
3.346;-0.595233658410229;-0.594408430116139
3.347;-0.595235400197978;-0.594411767454278
3.348;-0.595237141985727;-0.594415104792418
3.349;-0.595238883773476;-0.594418442130557
3.35;-0.595240625561225;-0.594421779468696
3.351;-0.595251189797061;-0.594425363709453
3.352;-0.595261754032897;-0.59442894795021
3.353;-0.595272318268733;-0.594432532190967
3.354;-0.595282882504569;-0.594436116431724
3.355;-0.595293446740405;-0.594439700672481
3.356;-0.595304010976241;-0.594443284913238
3.357;-0.595314575212077;-0.594446869153995
3.358;-0.595325139447913;-0.594450453394753
3.359;-0.595335703683749;-0.59445403763551
3.36;-0.595346267919585;-0.594457621876267
3.361;-0.595356832155421;-0.594462605231859
3.362;-0.595367396391257;-0.594467588587451
3.363;-0.595377960627093;-0.594472571943044
3.364;-0.595388524862929;-0.594477555298636
3.365;-0.595399089098765;-0.594482538654228
3.366;-0.595409653334601;-0.594487522009821
3.367;-0.595420217570437;-0.594492505365413
3.368;-0.595430781806273;-0.594497488721005
3.369;-0.595441346042109;-0.594502472076598
3.37;-0.595451910277945;-0.59450745543219
3.371;-0.595461101743575;-0.594512438787782
3.372;-0.595470293209205;-0.594517422143374
3.373;-0.595479484674835;-0.594522405498967
3.374;-0.595488676140464;-0.594527388854559
3.375;-0.595497867606094;-0.594532372210151
3.376;-0.595507059071724;-0.594537355565744
3.377;-0.595516250537354;-0.594542338921336
3.378;-0.595525442002984;-0.594547322276928
3.379;-0.595534633468614;-0.594552305632521
3.38;-0.595543824934244;-0.594557288988113
3.381;-0.59555189322425;-0.594557587989449
3.382;-0.595559961514257;-0.594557886990784
3.383;-0.595568029804263;-0.59455818599212
3.384;-0.59557609809427;-0.594558484993455
3.385;-0.595584166384277;-0.594558783994791
3.386;-0.595592234674283;-0.594559082996126
3.387;-0.59560030296429;-0.594559381997462
3.388;-0.595608371254296;-0.594559680998797
3.389;-0.595616439544303;-0.594559980000133
3.39;-0.59562450783431;-0.594560279001468
3.391;-0.595632576124316;-0.594560279001468
3.392;-0.595640644414323;-0.594560279001469
3.393;-0.59564871270433;-0.594560279001468
3.394;-0.595656780994336;-0.594560279001468
3.395;-0.595664849284343;-0.594560279001468
3.396;-0.595672917574349;-0.594560279001468
3.397;-0.595680985864356;-0.594560279001468
3.398;-0.595689054154363;-0.594560279001468
3.399;-0.595697122444369;-0.594560279001468
