SLR,ΩHs,WR,Dataset
-0.065,0.0417,0.9907975481572203,generated
-0.04666666666666656,0.0417,0.8058036857695501,generated
-0.028333333333333113,0.0417,0.62719181307741,generated
-0.009999999999999669,0.0417,0.4549619300808,generated
0.008333333333333776,0.0417,0.28911403677972003,generated
0.026666666666667227,0.0417,0.12964813317416998,generated
-0.028333333333333113,0.33751111111111115,0.03263761854102559,generated
-0.009999999999999669,0.33751111111111115,0.09119969014809165,generated
0.008333333333333776,0.33751111111111115,0.15614375145068793,generated
0.026666666666667227,0.33751111111111115,0.2274698024488142,generated
0.045000000000000664,0.33751111111111115,0.3051778431424705,generated
0.0633333333333341,0.33751111111111115,0.3892678735316569,generated
0.08166666666666755,0.33751111111111115,0.47973989361637326,generated
0.100000000000001,0.33751111111111115,0.5765939033966199,generated
0.026666666666667227,0.6333222222222222,0.11419027762178902,generated
0.045000000000000664,0.6333222222222222,0.42269027291912153,generated
0.0633333333333341,0.6333222222222222,0.7375722579119839,generated
0.08166666666666755,0.6333222222222222,1.0588362326003766,generated
0.100000000000001,0.6333222222222222,1.3864821969842995,generated
0.045000000000000664,0.9291333333333334,0.32910150859410314,generated
0.0633333333333341,0.9291333333333334,0.874775448190642,generated
0.08166666666666755,0.9291333333333334,1.4268313774827108,generated
0.100000000000001,0.9291333333333334,1.9852692964703096,generated
0.045000000000000664,1.2249444444444446,0.024411550167415363,generated
0.0633333333333341,1.2249444444444446,0.8008774443676301,generated
0.08166666666666755,1.2249444444444446,1.583725328263375,generated
0.100000000000001,1.2249444444444446,2.3729552018546505,generated
0.0633333333333341,1.5207555555555556,0.5158782464429494,generated
0.08166666666666755,1.5207555555555556,1.5295180849423708,generated
0.100000000000001,1.5207555555555556,2.5495399131373224,generated
0.0633333333333341,1.8165666666666669,0.019777854416598295,generated
0.08166666666666755,1.8165666666666669,1.2642096475196958,generated
0.100000000000001,1.8165666666666669,2.5150234303183243,generated
0.08166666666666755,2.112377777777778,0.7878000159953515,generated
0.100000000000001,2.112377777777778,2.269405753397656,generated
0.08166666666666755,2.408188888888889,0.10028919036933814,generated
0.100000000000001,2.408188888888889,1.8126868823753188,generated
0.100000000000001,2.704,1.1448668172513141,generated
